_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
sfgate/20191216010054216,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191216010054216.html,2019-12-16T00:00:00.000Z,false,sfgate/20191216010054216,"[-122.475121,37.703855]",Point,,,null,null,37.703855,-122.475121,2018-12-16T01:00:54.216Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191216010054216/1.jpg,"This one came as a suggestion from an SFGATE Facebook follower. Their prime rib dinner with a baked potato and asparagus will satisfy that red meat craving. Top that off with a milkshake or ice cream sundae for dessert, and you’ve got yourself one decadent dinner in America.","[""Bay Area"",""California"",""Daly City"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Daly City: Boulevard Cafe,sfgate
robbearman/200805131300,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/paris.html,2008-05-15T13:00:00.000Z,false,robbearman/200805131300,"[2.355344,48.850488]",Point,,,null,null,48.850488,2.355344,2019-06-01T19:49:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/paris/1.jpg,"It's magic. You step into this long aluminum tube, close your eyes for about ten hours, and when you open them you're on another continent. Everything still looks like planet Earth, but the scenery is different, and the people speak a different language, but you don't feel like you've been physically displaced.","[""Exploring the World"",""France"",""Garden"",""Paris"",""Views""]",Paris,robbearman
robbearman/201906211149,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/embarcadero4.html,2019-06-21T19:49:00.000Z,false,robbearman/201906211149,"[-122.396225,37.795056]",Point,,,null,null,37.795056,-122.396225,2019-06-21T19:49:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/embarcadero4/1.jpg,"A walk through the ground level of the Embarcadero Center will take you to an indoor pond surrounded by a wide, spiral ramp leading up four levels through shops, restaurants, and public seating areas.","[""California"",""Embarcadero"",""Exploring the World"",""Garden"",""POPOS"",""San Francisco"",""United States""]",Embarcadero Center 4,robbearman
sfgate/20191218003532575,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191218003532575.html,2019-12-18T00:35:00.000Z,false,sfgate/20191218003532575,"[-122.38178,37.600333]",Point,,,null,null,37.600333,-122.38178,2018-12-18T00:35:32.575Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191218003532575/1.jpg,"Dim sum a la carte is the way to go at Stick & Steam. Don't pass up the Xiao Long Bao and Shui Mai. The charcoal buns and boba drinks also look photogenic and delicious.","[""Bay Area"",""California"",""Hidden Gem Restaurants"",""Millbrae"",""Restaurants"",""United States""]",Millbrae: Stick & Steam,sfgate
amybearman/201911150300,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/hookervalleytrack.html,2019-11-15T03:00:00.000Z,false,amybearman/201911150300,"[170.102706,-43.716719]",Point,,,null,null,-43.716719,170.102706,2019-11-15T03:00:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/hookervalleytrack/1.jpg,The most beautiful and wild country in Mount Cook National Park.,"[""Aoraki Village"",""Exploring the World"",""Hooker Valley Track"",""Mt Cook"",""New Zealand"",""Views""]",Hooker Valley Track,amybearman
GundermanGroup/20200415162126323,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415162126323.html,2020-04-15T16:21:26.000Z,false,GundermanGroup/20200415162126323,"[-122.280447,37.786138]",Point,,,null,null,,,2020-04-15T16:21:26.323Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415162126323/1.jpg,"Open-air retail center offering an everyday mix of over thirty stores, restaurants, and services.","[""Alameda"",""Alameda Landing"",""California"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""Shopping"",""Shopping Center"",""United States""]",Alameda Landing,GundermanGroup
GundermanGroup/20200415170709137,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415170709137.html,2020-04-15T17:07:09.137Z,false,GundermanGroup/20200415170709137,"[-122.293944,37.790588]",Point,,,null,null,,,2020-04-15T17:07:09.137Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415170709137/1.jpg,Alameda Main St. Ferry Terminal,"[""Alameda"",""Alameda Main St. Ferry Terminal"",""California"",""Ferries"",""Gold Coast"",""Neighborhoods"",""Transportation"",""United States"",""Views""]",Alameda Main St. Ferry Terminal,GundermanGroup
robbearman/201906211112,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/150california.html,2019-06-21T19:12:00.000Z,false,robbearman/201906211112,"[-122.3984278,37.7934889]",Point,,,null,null,37.7934889,-122.3984278,2019-06-21T19:12:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/150california/1.jpg,"Shh. Don't tell anyone about this one. Up on the sixth floor is a hallway that leads to a quiet, private outdoor patio with a garden, tables and chairs, and sunny views of the surrounding skyscrapers.","[""California"",""California Street"",""Exploring the World"",""Garden"",""POPOS"",""San Francisco"",""United States"",""Views""]",150 California,robbearman
robbearman/201909132000,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/davenport.html,2019-09-13T20:00:00.000Z,false,robbearman/201909132000,"[-122.1954,37.011172]",Point,,,null,null,37.011172,-122.1954,2019-09-13T20:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/davenport/1.jpg,"Like endpoints of a line segment, Santa Cruz and Half Moon Bay form a portion of the Santa Cruz/San Mateo counties coastline that makes for a spectacularly scenic drive. Sometimes, though, the belly takes precedent over the eyes, and the Whale City Bakery, Bar, and Grill in Davenport beckons for nourishment before a northern drive along the coast.","[""Beaches"",""Bluffs"",""California"",""Davenport"",""Exploring the World"",""Ocean"",""Santa Cruz"",""United States"",""Views""]",Davenport,robbearman
amybearman/201911100347,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/queenstown.html,2019-11-10T03:47:00.000Z,false,amybearman/201911100347,"[168.6604,-45.033]",Point,,,null,null,-45.033,168.6604,2019-11-10T03:47:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/queenstown/1.jpg,"Queenstown on the South Island, New Zealand, overlooking Lake Wakatipu.","[""Exploring the World"",""Lakes"",""Lake Wakatipu"",""New Zealand"",""Queenstown"",""Views""]",Queenstown,amybearman
robbearman/201910311700,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/halfmoonbay.html,2019-10-31T17:00:00.000Z,false,robbearman/201910311700,"[-122.428519,37.462586]",Point,,,null,null,37.462586,-122.428519,2019-10-31T17:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/halfmoonbay/1.jpg,"Painter has been pestering me to meet him at Half Moon Bay for a while now. ""Come on, Bearman. You'll love Main Street. It's an old-style downtown like they don't do anymore. You don't even have to go see the beach. Plus, there's a diner. Coffee's on me.""","[""California"",""Exploring the World"",""Half Moon Bay"",""United States""]",Half Moon Bay,robbearman
sfgate/20191217172536095,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191217172536095.html,2019-12-17T17:25:00.000Z,false,sfgate/20191217172536095,"[-122.063348,37.683491]",Point,,,null,null,37.683491,-122.063348,2018-12-17T17:25:36.095Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191217172536095/1.jpg,"Another recommendation from an SFGATE Facebook follower is Val's Burgers. Fans suggest the Mama Burger with mushrooms on a French roll. Come hungry — the portions are massive.","[""Bay Area"",""California"",""Hayward"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]","Hayward: Val's Burgers",sfgate
sfgate/20191228001907537,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191228001907537.html,2019-12-28T00:19:00.000Z,false,sfgate/20191228001907537,"[-122.419176,37.799087]",Point,,,null,null,37.799087,-122.419176,2018-12-28T00:19:07.537Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191228001907537/1.jpg,"The exterior of the original Swensen's Ice Cream in San Francisco.  Earle Swensen opened his first ice cream parlor at the corner of Union and Hyde streets in 1948.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]","Swensen's Ice Cream",sfgate
amybearman/201911100215,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/bespokekitchen.html,2019-11-10T02:15:00.000Z,false,amybearman/201911100215,"[168.657867,-45.030099]",Point,,,null,null,-45.030099,168.657867,2019-11-10T02:15:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/bespokekitchen/1.jpg,Bespoke Kitchen. So good after airplane food.,"[""Exploring the World"",""New Zealand"",""Queenstown"",""Restaurants""]",Bespoke Kitchen,amybearman
sfgate/20191228001024708,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191228001024708.html,2019-12-28T00:10:00.000Z,false,sfgate/20191228001024708,"[-122.432301,37.799308]",Point,,,null,null,37.799308,-122.432301,2018-12-28T00:10:24.708Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191228001024708/1.jpg,"Brazen Head has been a fixture in the Marina since the 1970's. The restaurant has no outside sign and is a favorite with neighborhood locals for its ""English pub atmosphere"".","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]",Brazen Head,sfgate
amybearman/201911160045,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/geraldine.html,2019-11-16T00:45:00.000Z,false,amybearman/201911160045,"[171.2426,-44.0947]",Point,,,null,null,-44.0947,171.2426,2019-11-16T00:45:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/geraldine/1.jpg,Taking a road break for a concert in the sunshine.,"[""Geraldine"",""Exploring the World"",""New Zealand"",""Views""]",Geraldine,amybearman
GundermanGroup/20200415171513790,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415171513790.html,2020-04-15T17:15:13.000Z,false,GundermanGroup/20200415171513790,"[-122.252466,37.757248]",Point,,,null,null,,,2020-04-15T17:15:13.790Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415171513790/1.jpg,Waterfront shopping complex with wide arrange of stores and services.,"[""Alameda"",""California"",""Gold Coast"",""Neighborhoods"",""Restaurants"",""Shopping"",""Shopping Centers"",""South Shore Center"",""United States""]",South Shore Center,GundermanGroup
robbearman/201911022315,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/readingphilippullman.html,2019-11-02T23:15:00.000Z,false,robbearman/201911022315,"[-121.939697,37.348328]",Point,,,null,null,37.348328,-121.939697,2019-11-02T23:15:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/readingphilippullman/1.jpg,"When you get lost in a book on a golden afternoon and you wake up, you could be any age, any child.","[""California"",""Exploring the World"",""Santa Clara"",""Santa Clara University"",""United States""]",Reading Philip Pullman,robbearman
robbearman/201906211027,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/onecalifornia.html,2019-06-21T18:27:00.000Z,false,robbearman/201906211027,"[-122.397257,37.792895]",Point,,,null,null,37.792895,-122.397257,2019-06-21T18:27:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/onecalifornia/1.jpg,"Including the destinctive ""One"" sculpture with stacked, orange letters, an open seating area surrounds the One California building, with dark gray granite planters and a Peet's Coffee. You'll find this at the corner of California and Davis.","[""California"",""California Street"",""Exploring the World"",""Garden"",""POPOS"",""San Francisco"",""United States""]",One California,robbearman
sfgate/20191217172116895,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191217172116895.html,2019-12-17T17:21:00.000Z,false,sfgate/20191217172116895,"[-122.429848,37.460937]",Point,,,null,null,37.460937,-122.429848,2018-12-17T17:21:16.895Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191217172116895/1.jpg,"Pair a local brew with good food, and you've got a real gem. The fried cod tacos at Scarilege Brewery are especially popular and hit the spot after a day at the beach.","[""Bay Area"",""California"",""Half Moon Bay"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Half Moon Bay: Sacrilege Brewery and Kitchen,sfgate
robbearman/201911182330,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/fremontpark.html,2019-11-18T23:30:00.000Z,false,robbearman/201911182330,"[-121.950861,37.350412]",Point,,,null,null,37.350412,-121.950861,2019-11-19T00:30:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/fremontpark/1.jpg,Warm afternoon sunshine on a November day,"[""California"",""Parks"",""Exploring the World"",""Santa Clara"",""United States""]",Fremont Park,robbearman
sfgate/20191227233133977,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191227233133977.html,2019-12-27T23:31:00.000Z,false,sfgate/20191227233133977,"[-122.423684,37.771393]",Point,,,null,null,37.771393,-122.423684,2018-12-27T23:31:33.977Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191227233133977/1.jpg,"The exterior of It's Tops Cafe in San Francisco.  The exterior as well as the interior transport you to an old time era.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]","It's Tops Cafe",sfgate
nytimes/201911191800,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/crosstowntrail-2.html,2019-11-19T18:00:00.000Z,false,nytimes/201911191800,"[-122.406286,37.712437]",Point,,,null,null,37.712437,-122.406286,2019-11-20T08:00:00.001Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/crosstowntrail-2/1.jpg,"We spill out into a working-class neighborhood called Visitacion Valley and walk along quaint, commercial Leland Avenue. We find a retired couple, Fran Martin and Jim Growden, who have helped organize a series of blocklong community gardens that stack one upon the other.","[""California"",""ctold"",""San Francisco"",""Tours"",""Trails"",""United States""]",Crosstown Trail: The Visitacion Valley Greenway,nytimes
robbearman/201907111700,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/manresastatebeach.html,2019-07-11T17:00:00.000Z,false,robbearman/201907111700,"[-121.854153,36.920525]",Point,,,null,null,36.920525,-121.854153,2019-07-11T17:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/manresastatebeach/1.jpg,"    Here's the deal: I'll tell you about Manresa State Beach and you promise not to show up on a sunny weekday morning. That is the time and place for a hermit's delight. Miles of shoreline, perfect sand, views through the rising mist and fog across the Monterey Bay, and not a soul to encounter except one or two fellow hermits who share the same secret of this treasure.","[""California"",""Beaches"",""Exploring the World"",""Monterey Bay"",""Ocean"",""Santa Cruz"",""State Park"",""United States"",""Views""]",Manresa State Beach,robbearman
amybearman/201911132130,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/devilsstaircase.html,2019-11-13T21:30:00.000Z,false,amybearman/201911132130,"[168.739564,-45.228881]",Point,,,null,null,-45.228881,168.739564,2019-11-13T21:30:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/devilsstaircase/1.jpg,"Devil's Staircase, driving along the shore of Lake Wakatipu.","[""Exploring the World"",""Lakes"",""Lake Wakatipu"",""Queenstown"",""New Zealand"",""Views""]","Devil's Staircase",amybearman
GundermanGroup/20200415161237316,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415161237316.html,2020-04-15T16:12:37.316Z,false,GundermanGroup/20200415161237316,"[-122.306955,37.78947]",Point,,,null,null,,,2020-04-15T16:12:37.316Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415161237316/1.jpg,"Concrete skatepark providing a large bowl, steel ramps, and city views.","[""Alameda"",""California"",""City View Skate Park"",""Gold Coast"",""Neighborhoods"",""Parks"",""United States""]",City View Skate Park,GundermanGroup
